Entero1,Entero2,Entero3,Texto,Flotante
92,23,26,tipo_1,3.043482764380884
28,84,81,tipo_3,3.150052487183921
13,99,3,tipo_2,3.0724712333893316
61,67,37,tipo_3,3.0736075862187207
69,94,61,tipo_2,3.177398975309804
50,32,58,tipo_1,3.1060077980609893
53,80,13,tipo_3,3.1883867708873774
81,28,88,tipo_3,3.146015845396643
90,35,54,tipo_1,3.0771274729256706
60,46,21,tipo_3,3.090681061740206
51,69,16,tipo_3,3.211217655306023
44,22,63,tipo_2,3.2113118445600435
51,48,4,tipo_3,3.228149375412873
13,96,78,tipo_2,3.2266188944386056
55,8,74,tipo_2,3.156955728798064
18,75,50,tipo_3,3.198707489779176
58,26,36,tipo_2,3.1029204930041834
38,15,58,tipo_1,3.213613517549214
97,50,94,tipo_1,3.0848423143106363
14,37,96,tipo_3,3.0779021501524655
81,90,87,tipo_1,3.0701540182065403
20,3,49,tipo_1,3.131023119790994
41,15,22,tipo_1,3.09416703744662
90,33,40,tipo_3,3.087606963731752
29,56,37,tipo_3,3.0990737789827043
4,37,50,tipo_3,3.0978735721336026
25,72,90,tipo_3,3.082216524581692
69,86,57,tipo_1,3.055641377192963
60,41,56,tipo_1,3.145076092451668
87,18,62,tipo_3,3.1613421349758983
98,6,22,tipo_2,3.0696124140058845
33,81,46,tipo_1,3.0687780812125784
26,54,12,tipo_2,3.071720258214601
44,12,4,tipo_3,3.217491062981839
17,49,89,tipo_1,3.2199520651351765
97,2,84,tipo_1,3.201127744617428
32,24,87,tipo_3,3.0978918118812455
13,94,89,tipo_2,3.212290538105652
96,11,23,tipo_2,3.0928125498963617
97,29,79,tipo_1,3.2223380247269464
99,71,5,tipo_3,3.241498043461248
16,60,93,tipo_2,3.1409182485782634
89,21,44,tipo_2,3.043014822291946
26,77,14,tipo_1,3.231536277231467
64,29,53,tipo_2,3.060024710765057
8,18,93,tipo_1,3.1147037272975826
53,85,52,tipo_2,3.0519541941668247
12,91,31,tipo_2,3.0679884064371743
37,77,16,tipo_2,3.1025224388243595
71,1,55,tipo_2,3.062841115675369
97,78,66,tipo_3,3.0841122689432448
61,21,99,tipo_2,3.222591415315792
50,25,87,tipo_1,3.0695288584049543
15,87,32,tipo_3,3.0565640988170926
65,36,91,tipo_3,3.1128666405734555
8,57,1,tipo_1,3.1225655464324618
63,27,20,tipo_2,3.125117985100873
26,19,89,tipo_3,3.0870245650407986
66,98,47,tipo_2,3.0967005967416785
11,48,49,tipo_2,3.1268364280689855
36,54,79,tipo_3,3.0618870078311993
54,11,23,tipo_1,3.129157682575203
3,42,51,tipo_1,3.134528399249858
53,61,24,tipo_1,3.1326421524355657
84,11,98,tipo_2,3.1671666146096156
22,13,81,tipo_3,3.1304282513722956
34,13,59,tipo_3,3.225453927902943
5,77,70,tipo_2,3.2282488402327254
33,35,29,tipo_1,3.179661518508282
27,72,97,tipo_2,3.042274524429573
84,86,61,tipo_1,3.0842835278850567
60,16,27,tipo_3,3.1641608152115697
23,95,65,tipo_1,3.1077480694965143
75,54,91,tipo_2,3.1584370831677377
15,5,78,tipo_2,3.163927122457222
15,53,42,tipo_1,3.126026963380607
42,84,60,tipo_2,3.1030384602488064
20,12,49,tipo_1,3.174697293634485
54,97,1,tipo_1,3.060820218559041
30,15,64,tipo_1,3.210846889934154
63,57,68,tipo_1,3.1791419624286448
65,71,31,tipo_3,3.1934117530853587
83,20,35,tipo_1,3.042369733012703
96,66,80,tipo_3,3.0774127898748564
95,71,45,tipo_3,3.1186766631983986
43,46,26,tipo_1,3.2220142655672217
14,67,77,tipo_2,3.133174340896672
60,73,29,tipo_3,3.1964262577259763
80,35,41,tipo_2,3.1513577296113486
48,86,93,tipo_1,3.195537034922079
24,62,73,tipo_3,3.200907706563762
12,43,14,tipo_3,3.05119364430225
38,64,23,tipo_2,3.1708389198304
48,73,45,tipo_3,3.196929129016993
14,54,90,tipo_2,3.1044642167560776
77,93,78,tipo_2,3.0922374612939647
18,15,60,tipo_2,3.145558319884786
99,86,67,tipo_1,3.1674395276874177
91,51,28,tipo_1,3.149753472308743
69,99,8,tipo_1,3.0517440289446434
46,26,42,tipo_1,3.2057718640999604
42,34,88,tipo_3,3.096438670240323
49,52,7,tipo_2,3.1124171734370325
98,9,73,tipo_1,3.098595243240065
21,90,43,tipo_2,3.059287121375957
80,63,78,tipo_2,3.0975277569963033
86,71,73,tipo_2,3.2358799359157424
50,99,82,tipo_1,3.188522636000695
76,-20000,52,tipo_2,3.2238236979564103
